"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Measure","Applications","Bearing Type","Metric","Domain","Chemical Name","Code","Use","Value","CV (%)"
"389","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"390","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"391","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","109,300",NA
"392","SURVEY",2018,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","12,324,000",NA
"393","SURVEY",2018,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","58,100",NA
"394","SURVEY",2018,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","15,027,000",NA
"395","SURVEY",2018,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","170,800",NA
"396","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","820",NA
"397","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","900",NA
"398","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","9,599,000",NA
"399","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","90,000",NA
"400","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","105",NA
"401","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"402","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"403","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","200",NA
"404","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"405","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"406","SURVEY",2018,"YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","89,800",NA
"407","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","49,920",NA
"408","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","50,600",NA
"409","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","3,371,461,000",NA
"410","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","31,764,900",NA
"411","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","636.3",NA
"412","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","3,154,923,000",NA
"413","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","26,040,000",NA
"414","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","30,100",NA
"415","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","216,538,000",NA
"416","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","5,694,800",NA
"417","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","284,740",NA
"418","SURVEY",2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","31,734,800",NA
"419","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","36,400",NA
"420","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","36,500",NA
"421","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","3,030,953,000",NA
"422","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","28,938,000",NA
"423","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","795",NA
"424","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","2,829,210,000",NA
"425","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","23,381,900",NA
"426","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","28,900",NA
"427","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","201,743,000",NA
"428","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","5,527,200",NA
"429","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","276,358",NA
"430","SURVEY",2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","28,909,100",NA
"431","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","9,900",NA
"432","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","10,000",NA
"433","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","292,050,000",NA
"434","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","2,475,000",NA
"435","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","250",NA
"436","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","292,050,000",NA
"437","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","2,475,000",NA
"438","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"439","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"440","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"441","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"442","SURVEY",2018,"YEAR - AUG FORECAST","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","2,475,000",NA
"443","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","700",NA
"444","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","800",NA
"445","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","6,229,000",NA
"446","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","30,800",NA
"447","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","44",NA
"448","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"449","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"450","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","200",NA
"451","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"452","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"453","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","30,600",NA
"454","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,000",NA
"455","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,100",NA
"456","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","21,375,000",NA
"457","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","125,000",NA
"458","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","125",NA
"459","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","21,375,000",NA
"460","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","125,000",NA
"461","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"462","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"463","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"464","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"465","SURVEY",2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","125,000",NA
"466","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,100",NA
"467","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,300",NA
"468","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","11,687,000",NA
"469","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","110,000",NA
"470","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","100",NA
"471","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"472","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"473","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","700",NA
"474","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"475","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"476","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","109,300",NA
"477","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","12,288,000",NA
"478","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","58,100",NA
"479","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","14,795,000",NA
"480","SURVEY",2018,"YEAR - AUG FORECAST","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","167,600",NA
"481","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","820",NA
"482","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","900",NA
"483","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","9,167,000",NA
"484","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","86,100",NA
"485","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","105",NA
"486","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"487","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"488","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","300",NA
"489","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"490","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"491","SURVEY",2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","85,800",NA
