"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Data Item","Domain","Domain Category","Value","CV (%)"
"4545","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0.214",NA
"4546","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","0.119",NA
"4547","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","0.17",NA
"4548","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","(D)",NA
"4549","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","(D)",NA
"4550","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","(D)",NA
"4551","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","0.488",NA
"4552","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","0.104",NA
"4553","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","0.301",NA
"4554","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","0.044",NA
"4555","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","2.425",NA
"4556","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","0.112",NA
"4557","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","0.171",NA
"4558","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","0.628",NA
"4559","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","0.096",NA
"4560","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)","(NA)",NA
"4561","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","4.865",NA
"4562","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","0.038",NA
"4563","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","0.636",NA
"4564","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","2.078",NA
"4565","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","0.114",NA
"4566","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","0.241",NA
"4567","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.096",NA
"4568","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)",NA
"4569","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","(D)",NA
"4570","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)","(D)",NA
"4571","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","0.353",NA
"4572","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","1.364",NA
"4573","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","(D)",NA
"4574","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","0.019",NA
"4575","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)","0.297",NA
"4576","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","0.118",NA
"4577","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)","0.032",NA
"4578","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","0.49",NA
"4579","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0.098",NA
"4580","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","(NA)",NA
"4581","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(NA)",NA
"4582","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)","(NA)",NA
"4583","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)","(NA)",NA
"4584","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)","(D)",NA
"4585","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(NA)",NA
"4586","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","(D)",NA
"4587","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","0.071",NA
"4588","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","(D)",NA
"4589","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(NA)",NA
"4590","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","(D)",NA
"4591","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","0.179",NA
"4592","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","(D)",NA
"4593","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (EMAMECTIN BENZOATE = 122806)","(D)",NA
"4594","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","(D)",NA
"4595","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","(D)",NA
"4596","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","0.286",NA
"4597","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","0.105",NA
"4598","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","0.082",NA
"4599","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","0.172",NA
"4600","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","0.181",NA
"4601","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","0.5",NA
"4602","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","(D)",NA
"4603","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","1.799",NA
"4604","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","0.176",NA
"4605","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","0.891",NA
"4606","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)","(D)",NA
"4607","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","6.34",NA
"4608","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","0.073",NA
"4609","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","(D)",NA
"4610","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)","(D)",NA
"4611","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","0.054",NA
"4612","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","(D)",NA
"4613","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","0.069",NA
"4614","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","0.091",NA
"4615","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","0.25",NA
"4616","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","(D)",NA
"4617","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","(D)",NA
"4618","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","0.06",NA
"4619","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","(D)",NA
"4620","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","(NA)",NA
"4621","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","(NA)",NA
"4622","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)","(NA)",NA
"4623","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)","(D)",NA
"4624","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)","(D)",NA
"4625","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)","236.901",NA
"4626","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","83.195",NA
"4627","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","0.113",NA
"4628","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (GLIOCLADIUM VIRENS = 129000)","(D)",NA
"4629","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)","(D)",NA
"4630","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","(D)",NA
"4631","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","(D)",NA
"4632","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)","(D)",NA
"4633","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)","(D)",NA
