"","Year","Period","Geo Level","State","State ANSI","Category","Measure","Metric","Chemical","Type","Domain Category","Value"
"3523",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(D)"
"3524",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","(D)"
"3525",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","21"
"3526",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","(D)"
"3527",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","4"
"3528",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","(D)"
"3529",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","21"
"3530",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","(D)"
"3531",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (EMAMECTIN BENZOATE = 122806)","(D)"
"3532",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","(D)"
"3533",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","(D)"
"3534",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","8"
"3535",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","2"
"3536",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","35"
"3537",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","9"
"3538",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","11"
"3539",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","18"
"3540",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","(D)"
"3541",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","7"
"3542",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","13"
"3543",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","13"
"3544",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)","(D)"
"3545",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","23"
"3546",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","39"
"3547",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","(D)"
"3548",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)","(D)"
"3549",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","8"
"3550",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","(D)"
"3551",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","26"
"3552",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","18"
"3553",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","9"
"3554",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","(D)"
"3555",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","(D)"
"3556",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","12"
"3557",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","63"
"3558",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","(D)"
"3559",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","(D)"
"3560",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","(D)"
"3561",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)","(D)"
"3562",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)","(D)"
"3563",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)","(D)"
"3564",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)","30"
"3565",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","22"
"3566",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","9"
"3567",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (GLIOCLADIUM VIRENS = 129000)","(D)"
"3568",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)","(D)"
"3569",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","(D)"
"3570",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","(D)"
"3571",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)","(D)"
"3572",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)","(D)"
"3573",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (POTASSIUM SILICATE = 72606)","(D)"
"3574",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","15"
"3575",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (TOTAL)","45"
"3576",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FERTILIZER",NA,"FERTILIZER: (NITROGEN)","97"
"3577",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FERTILIZER",NA,"FERTILIZER: (PHOSPHATE)","93"
"3578",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FERTILIZER",NA,"FERTILIZER: (POTASH)","94"
"3579",2018,"YEAR","STATE","CALIFORNIA","06","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FERTILIZER",NA,"FERTILIZER: (SULFUR)","81"
"3580",2018,"YEAR","STATE","CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"TOTAL",NA,"NOT SPECIFIED","1,964,352,000"
"3581",2018,"YEAR","STATE","CALIFORNIA","06","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","TOTAL",NA,"NOT SPECIFIED","18,888,000"
"3582",2018,"YEAR","STATE","CALIFORNIA","06","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"TOTAL",NA,"NOT SPECIFIED","24,000"
"3583",2018,"YEAR","STATE","CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN $",NA,"TOTAL",NA,"NOT SPECIFIED","214,714,000"
"3584",2018,"YEAR","STATE","CALIFORNIA","06","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","TOTAL",NA,"NOT SPECIFIED","5,088,000"
"3585",2018,"YEAR","STATE","CALIFORNIA","06","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","TOTAL",NA,"NOT SPECIFIED","276,358"
"3586",2018,"YEAR","STATE","CALIFORNIA","06","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"TOTAL",NA,"NOT SPECIFIED","23,976,000"
"3587",2018,"YEAR","STATE","FLORIDA","12","ACRES HARVESTED",NA,NA,"TOTAL",NA,"NOT SPECIFIED","9,400"
"3588",2018,"YEAR","STATE","FLORIDA","12","ACRES PLANTED",NA,NA,"TOTAL",NA,"NOT SPECIFIED","9,400"
"3589",2018,"YEAR","STATE","FLORIDA","12","PRODUCTION","MEASURED IN $",NA,"TOTAL",NA,"NOT SPECIFIED","243,800,000"
"3590",2018,"YEAR","STATE","FLORIDA","12","PRODUCTION","MEASURED IN CWT",NA,"TOTAL",NA,"NOT SPECIFIED","2,120,000"
"3591",2018,"YEAR","STATE","FLORIDA","12","YIELD","MEASURED IN CWT / ACRE",NA,"TOTAL",NA,"NOT SPECIFIED","225"
"3592",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","(D)"
"3593",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","87,400"
"3594",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","(D)"
"3595",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","(D)"
"3596",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","3,300"
"3597",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)"
"3598",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)"
"3599",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","1,700"
"3600",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","(D)"
"3601",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","(D)"
"3602",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","(D)"
"3603",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)"
"3604",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","(D)"
"3605",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","(D)"
"3606",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","(D)"
"3607",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","(D)"
"3608",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","(D)"
"3609",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","22,500"
"3610",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","128,400"
"3611",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)"
"3612",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","(D)"
"3613",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)"
"3614",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)","(D)"
"3615",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","(D)"
"3616",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","(D)"
"3617",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","(D)"
"3618",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","(D)"
"3619",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","(D)"
"3620",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","(D)"
"3621",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","(D)"
"3622",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","(NA)"
"3623",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(NA)"
"3624",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","(D)"
"3625",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","(D)"
"3626",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","(D)"
"3627",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)","(D)"
"3628",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","(D)"
"3629",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","(D)"
"3630",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","(D)"
"3631",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","(D)"
"3632",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)"
"3633",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","102,700"
"3634",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","(D)"
"3635",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (DIMETHYL DISULFIDE (DMDS) = 29088)","(D)"
"3636",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","(D)"
"3637",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (TOTAL)","(D)"
"3638",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"FERTILIZER",NA,"FERTILIZER: (NITROGEN)","136,000"
"3639",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"FERTILIZER",NA,"FERTILIZER: (PHOSPHATE)","42,000"
"3640",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"FERTILIZER",NA,"FERTILIZER: (POTASH)","173,000"
"3641",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","(D)"
"3642",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","1.858"
"3643",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","(D)"
"3644",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","(D)"
"3645",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0.33"
"3646",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)"
"3647",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)"
"3648",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0.221"
"3649",2018,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","(D)"
